"","Site","campaign","habitat","drying_regime","flow_state","mean_CH4_mg_m2_d","mean_CO2_g_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_rewet","Tsince_manual","percent_C","percent_N","CN_ratio","CN_ratio.LECA","Canopy_Cover_Rip","Canopy_Cover_Benth","Tree_div","Leaf_Fall_m2.Day","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","filamentous.algae","X..wood.cover","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CH4_mg_m2_d","aquatic_conditions"
"222","ME01","1","Flowing","perennial","flowing",0.0781863889673404,0.959607637828652,NA,NA,25.8,NA,NA,4.8,2.6,0.1971,20,9,63,5,3,0,1.74,12.31,7.98,542,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,0.666142579,0.104112904,6.39827104428861,6.39827104428861,NA,56,12,2.531031454,5.003464344,2.8,0,0.041,840,0,2490.1,0,100,4.6,1.2,13,9,0,0,0,0,NA,0,0,NA,6.94,1203,0.545,353,1864,1,2,0.0781863889673404,"Flowing"
"223","ME01","1","Riparian","perennial","flowing",-0.25989641755916,0.611898269138294,2.22666666666667,0.2784,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,542,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,14.377859,0.241290913,59.58723775064,59.58723775064,62.5,NA,12,2.531031454,5.003464344,2.8,0,NA,840,0,2490.1,0,100,4.6,1.2,13,9,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0781863889673404,"Flowing"
"224","ME01","2","Flowing","perennial","flowing",0.0431371089363106,0.980295896688027,NA,NA,24.55,NA,NA,6.16666666666667,6.2,NA,20,9,63,5,3,0,NA,10.91,8.53,418,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431371089363106,"Flowing"
"225","ME01","2","Riparian","perennial","flowing",-0.283324760182721,1.15449444314853,6.41111111111111,0.193833333333333,NA,NA,NA,6.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431371089363106,"Flowing"
"226","ME01","3","Flowing","perennial","flowing",0.156069279784065,1.84673748026557,NA,NA,24.22,NA,NA,12.477,11.6,0.2821,10,10,74,5,1,0,2.11,10.12,8.25,373,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,0.606021965,0.102216624,5.92880043661,5.92880043661,NA,56,12,2.531031454,1.049328161,2.7,0,0.071,840,0,2490.1,0,100,4.8,1.2,13,9,0,1,0,0,NA,0,0,NA,7.97,105.9,0.305,362,3307,1,25,0.156069279784065,"Flowing"
"227","ME01","3","Riparian","perennial","flowing",-0.486649108624458,4.03649126498269,14.0533333333333,0.235,NA,NA,NA,12.3802,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,NA,373,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,22.14897606,0.896639426,24.7022107412885,24.7022107412885,62.5,NA,12,2.531031454,1.049328161,2.7,0,NA,840,0,2490.1,0,100,4.8,1.2,13,9,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.156069279784065,"Flowing"
"228","ME01","4","Flowing","perennial","flowing",0.0622306061197665,2.90902812390563,NA,NA,27.38,NA,NA,17.4174,13.7,NA,10,10,74,5,1,0,NA,9.99,8.26,461,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0622306061197665,"Flowing"
"229","ME01","4","Riparian","perennial","flowing",-0.30364292810294,3.50104029002835,15.05,0.196416666666667,NA,NA,NA,17.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0622306061197665,"Flowing"
"230","ME01","5","Flowing","perennial","flowing",0.0366277375927822,0.239353526428829,NA,NA,13.15,NA,NA,14.63675,10.5,0.1312,20,10,64,4,2,0,0.82,9.89,8.45,413,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,0.325392625,0.103145114,3.15470711487119,3.15470711487119,NA,56,12,2.531031454,2.828071813,2.3,0,0.014,840,0,2490.1,0,100,3.5,0.8,13,9,0,2,0,0,NA,0,0,NA,8.19,100,0.508,512.5,1943,1,19,0.0366277375927822,"Flowing"
"231","ME01","5","Riparian","perennial","flowing",-0.48159975664428,4.42590622092953,14.0666666666667,0.144416666666667,NA,NA,NA,14.7565,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,413,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,14.57973179,0.387907729,37.5855666180861,37.5855666180861,62.5,NA,12,2.531031454,2.828071813,2.3,0,NA,840,0,2490.1,0,100,3.5,0.8,13,9,0,2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0366277375927822,"Flowing"
"232","ME01","6","Flowing","perennial","flowing",1.41610774319184,0.645273041975676,NA,NA,15,NA,NA,16.141,6.4,NA,20,10,64,4,2,0,NA,11.37,7.91,454,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41610774319184,"Flowing"
"233","ME01","6","Riparian","perennial","flowing",-0.475429090585964,1.8042701217713,7.15833333333333,0.1805,NA,NA,NA,16.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41610774319184,"Flowing"
"234","ME01","7","Flowing","perennial","flowing",0.156914352715108,0.357649356400762,NA,NA,10.7,NA,NA,-0.6844,NA,NA,20,10,64,4,2,0,NA,NA,NA,NA,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,56,12,2.531031454,2.041327936,NA,0,NA,840,0,2490.1,0,100,NA,NA,13,9,NA,NA,0,0,NA,0,0,NA,NA,NA,0.483,482.5,1297,1,5,0.156914352715108,"Flowing"
"235","ME01","7","Riparian","perennial","flowing",-0.539107947286612,1.2276115862262,3.88333333333334,0.192083333333333,NA,NA,NA,-0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.967892,5.608018,1244.983,1,0,0,1,1,0,0,0,0,NA,NA,16.5334308,0.540150996,30.6089055142648,30.6089055142648,62.5,NA,12,2.531031454,2.041327936,NA,0,NA,840,0,2490.1,0,100,NA,NA,13,9,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.156914352715108,"Flowing"
"236","RA01","1","Flowing","perennial","flowing",0.0328811958305991,0.343335256752986,NA,NA,34.44,NA,NA,4.5,7,0.559,0,10,85,5,0,0,3.37,11.66,8.43,304,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,1.454468831,0.177746167,8.18284217065564,8.18284217065564,NA,78.5,11,1.122281751,0.85621357,1.6,40,0.091,538,0,2467.4,0,100,2.4,1,4.3,3.2,0,1,0,0,NA,0,0,NA,7.5,1888,0.261,358,2431,9,34,0.0328811958305991,"Flowing"
"237","RA01","1","Riparian","perennial","flowing",-0.0847725252830679,0.246203458917083,4.93333333333334,0.408666666666667,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,304,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,4.579703821,0.264305626,17.327303585282,17.327303585282,71,NA,11,1.122281751,0.85621357,1.6,40,NA,538,0,2467.4,0,100,2.4,1,4.3,3.2,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0328811958305991,"Flowing"
"238","RA01","2","Flowing","perennial","flowing",0.0151888615023386,0.459926653085295,NA,NA,20.14,NA,NA,7,8.3,NA,0,10,85,5,0,0,NA,10.78,8.47,372,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151888615023386,"Flowing"
"239","RA01","2","Riparian","perennial","flowing",-0.229944433286335,1.2718107535233,7.84666666666667,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151888615023386,"Flowing"
"240","RA01","4","Flowing","perennial","flowing",-0.0114505434968202,0.957763729291346,NA,NA,18.58,NA,NA,13.9226,12,NA,0,10,85,5,0,0,NA,10.85,8.46,348,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0114505434968202,"Flowing"
"241","RA01","4","Riparian","perennial","flowing",-0.342364078801915,4.98477125775257,14.775,0.3295,NA,NA,NA,13.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0114505434968202,"Flowing"
"242","RA01","5","Flowing","perennial","flowing",-0.0249862531079544,0.0812725850132575,NA,NA,12.3333333333333,NA,NA,20.2973333333333,14.3,0.0518,0,5,89,5,1,0,2.17,9.09,7.57,324,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,0.3931866,0.135994522,2.89119439678607,2.89119439678607,NA,78.5,11,1.122281751,14.32345339,1.3,0,0.001,538,0,2467.4,0,100,2.1,0.6,4.3,3.2,0,0,0,0,NA,0,0,NA,8.46,70.1,0.509,462,1000.5,2,17,-0.0249862531079544,"Flowing"
"243","RA01","5","Riparian","perennial","flowing",-0.779976671689775,9.44717339580766,NA,0.248888888888889,NA,NA,NA,20.424,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,324,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,4.142105967,0.1864443,22.2163185841562,22.2163185841562,71,NA,11,1.122281751,14.32345339,1.3,0,NA,538,0,2467.4,0,100,2.1,0.6,4.3,3.2,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.0249862531079544,"Flowing"
"244","RA01","6","Flowing","perennial","flowing",0.113749514646355,0.133028161399787,NA,NA,6.9,NA,NA,20.138,9.8,NA,0,5,89,5,1,0,NA,11.06,7.54,331,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113749514646355,"Flowing"
"245","RA01","6","Riparian","perennial","flowing",-0.395625730686949,1.67106241680461,8.125,0.319916666666667,NA,NA,NA,20.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113749514646355,"Flowing"
"246","RA01","7","Flowing","perennial","flowing",4.8160951471787,NA,NA,NA,15,NA,NA,20.138,NA,NA,0,5,89,5,1,0,NA,NA,NA,NA,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,78.5,11,1.122281751,12.15724454,NA,40,NA,538,0,2467.4,0,100,NA,NA,4.3,3.2,NA,NA,0,0,NA,0,0,NA,NA,NA,0.655,680,1254,8,61,4.8160951471787,"Flowing"
"247","RA01","7","Riparian","perennial","flowing",-0.192791544300224,NA,5.53333333333333,0.3595,NA,NA,NA,20.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.894629,5.435159,1798.239,1,0,0,1,1,0,0,0,0,NA,NA,11.71169705,0.36908801,31.7314481443057,31.7314481443057,71,NA,11,1.122281751,12.15724454,NA,40,NA,538,0,2467.4,0,100,NA,NA,4.3,3.2,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.8160951471787,"Flowing"
"248","RO01","1","Flowing","intermittent_long","flowing",0.0299269768441729,0.16833493819028,NA,NA,16.3666666666667,NA,NA,5.16666666666667,2.3,0.1108,15,15,65,5,0,0,4.18,12.29,7.82,335,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,1,NA,0,NA,0,NA,11,10,1.773782463,0.135876124,13.0544087569057,13.0544087569057,NA,79,13,0.776657282,1.281154052,1.9,0,0.002,869,1214.5,226.8,84.26420593,15.73579407,2.7,1.3,6,3.4,0,2,1.2,8.722222222,6.611111111,2,17,42,7.57,125.3,0.375,370,2294.5,1,0,0.0299269768441729,"Flowing"
"249","RO01","1","Riparian","intermittent_long","flowing",-0.293223755150548,0.363971758909407,1.59444444444444,0.322222222222222,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4.18,NA,NA,335,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,1,NA,0,NA,0,NA,11,10,13.92229727,0.625987583,22.240532636891,22.240532636891,74.5,NA,13,0.776657282,1.281154052,1.9,0,NA,869,1214.5,226.8,84.26420593,15.73579407,2.7,1.3,6,3.4,0,2,1.2,8.722222222,6.611111111,2,17,42,NA,NA,NA,NA,NA,NA,NA,0.0299269768441729,"Flowing"
"250","RO01","2","Flowing","intermittent_long","flowing",-0.0460368780042253,0.41570292298344,NA,NA,16.9333333333333,NA,NA,9.75,7.8,NA,15,15,65,5,0,0,NA,10.4,8.37,314,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.625,0.193548387096774,0.375,0.774193548387097,0,0.032258064516129,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0460368780042253,"Flowing"
"251","RO01","2","Riparian","intermittent_long","flowing",-0.333185608721414,0.0927929556476536,5.64444444444444,0.301833333333334,NA,NA,NA,9.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.625,0.193548387096774,0.375,0.774193548387097,0,0.032258064516129,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0460368780042253,"Flowing"
"252","RO01","3","Dry","intermittent_long","pool",0.0248880691800452,0.0759129712666167,NA,NA,NA,12.9222222222222,0.180111111111111,14.1326666666667,10.9,0.0518,30,10,60,0,0,0,3.91,9.91,7.71,360,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.75,0.419354838709677,0.25,0.548387096774194,0,0.032258064516129,2,1,NA,NA,NA,NA,NA,79,13,0.776657282,1.274427391,1.6,0,0.001,869,1214.5,226.8,84.26420593,15.73579407,2.8,0.8,6,3.4,0,0,1.2,8.722222222,6.611111111,2,17,42,8.41,133.9,NA,NA,NA,NA,NA,0.0218184173505246,"Dry"
"253","RO01","3","Riparian","intermittent_long","pool",-0.360083866320744,2.13363275838272,12.6916666666667,0.319166666666667,NA,NA,NA,14.2125,NA,NA,NA,NA,NA,NA,NA,NA,3.91,NA,NA,360,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.75,0.419354838709677,0.25,0.548387096774194,0,0.032258064516129,2,1,10.07063937,0.426227661,23.627371687639,23.627371687639,74.5,NA,13,0.776657282,1.274427391,1.6,0,NA,869,1214.5,226.8,84.26420593,15.73579407,2.8,0.8,6,3.4,0,0,1.2,8.722222222,6.611111111,2,17,42,NA,NA,NA,NA,NA,NA,NA,0.0218184173505246,"Dry"
"254","RO01","3","Pool","intermittent_long","pool",0.0187487655210041,0.140160434359242,NA,NA,7.93333333333333,NA,NA,13.7176666666667,10.9,0.0518,30,10,60,0,0,0,3.91,9.91,7.71,360,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.75,0.419354838709677,0.25,0.548387096774194,0,0.032258064516129,2,1,NA,NA,NA,NA,NA,79,13,0.776657282,1.274427391,1.6,0,0.001,869,1214.5,226.8,84.26420593,15.73579407,2.8,0.8,6,3.4,0,0,1.2,8.722222222,6.611111111,2,17,42,NA,NA,0.327,393,3215,1,7,0.0218184173505246,"Dry"
"255","RO01","4","Dry","intermittent_long","dry",-0.022702747914359,NA,NA,NA,NA,13.317544,NA,14.67,NA,NA,30,10,60,0,0,0,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.75,0.709677419354839,0.25,0.290322580645161,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022702747914359,"Dry"
"256","RO01","4","Riparian","intermittent_long","dry",-0.497165150654072,3.0329306665501,14.0333333333333,0.301866666666667,NA,NA,NA,15.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.75,0.709677419354839,0.25,0.290322580645161,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022702747914359,"Dry"
"257","RO01","5","Dry","intermittent_long","dry",-0.0498492392297565,0.28813619374911,NA,NA,NA,13.7833333333333,0.100333333333333,15.33,NA,0,30,10,60,0,0,0,2.52,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,9,8,0.822211441,0.23502238,3.49843891888083,3.49843891888083,NA,79,13,0.776657282,6.969641008,NA,1,NA,869,1214.5,226.8,84.26420593,15.73579407,NA,NA,6,3.4,NA,NA,1.2,8.722222222,6.611111111,2,17,42,8.15,78.5,NA,NA,NA,NA,NA,-0.0498492392297565,"Dry"
"258","RO01","5","Riparian","intermittent_long","dry",-0.816730773869509,2.80624321318804,13.8,0.23475,NA,NA,NA,15.37775,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,9,8,11.85026241,0.731007545,16.2108619685998,16.2108619685998,74.5,NA,13,0.776657282,6.969641008,NA,1,NA,869,1214.5,226.8,84.26420593,15.73579407,NA,NA,6,3.4,NA,NA,1.2,8.722222222,6.611111111,2,17,42,NA,NA,NA,NA,NA,NA,NA,-0.0498492392297565,"Dry"
"259","RO01","6","Dry","intermittent_long","pool",-0.0159913511204632,0.22294073746152,NA,NA,NA,7.36666666666667,0.073,9.242,NA,NA,30,10,60,0,0,0,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.375,0.32258064516129,0.625,0.645161290322581,0,0.032258064516129,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0350389975437282,"Dry"
"260","RO01","6","Riparian","intermittent_long","pool",-0.404985917731311,1.43058075183963,7.86666666666667,0.282833333333333,NA,NA,NA,9.2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.375,0.32258064516129,0.625,0.645161290322581,0,0.032258064516129,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0350389975437282,"Dry"
"261","RO01","6","Pool","intermittent_long","pool",-0.0540866439669931,0.113515548780754,NA,NA,4,NA,NA,9.275,NA,NA,30,10,60,0,0,0,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0.375,0.32258064516129,0.625,0.645161290322581,0,0.032258064516129,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0350389975437282,"Dry"
"262","RO01","7","Dry","intermittent_long","pool",0.170598448798034,0.0315310668432998,NA,NA,NA,2.74444444444444,NA,9.373,NA,NA,30,10,60,0,0,0,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0,0.125,0.032258064516129,0,0,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.539,NA,NA,NA,NA,NA,NA,0.0625402278084643,"Dry"
"263","RO01","7","Riparian","intermittent_long","flowing",-0.00181656999700863,NA,4.16666666666667,NA,NA,NA,NA,9.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0,0.125,0.032258064516129,0,0,10,9,18.6518237,0.967080694,19.2867294484528,19.2867294484528,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625402278084643,"Dry"
"264","RO01","7","Riparian","intermittent_long","pool",-0.457332041468332,0.56785004832501,3.60833333333334,NA,NA,NA,NA,9.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0,0.125,0.032258064516129,0,0,10,9,18.6518237,0.967080694,19.2867294484528,19.2867294484528,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625402278084643,"Dry"
"265","RO01","7","Pool","intermittent_long","pool",-0.045517993181105,0.29321818512059,NA,NA,6.7,NA,NA,9.373,NA,NA,30,10,60,0,0,0,NA,NA,NA,NA,0.477744807,0.504451039,0.017804154,46.051191,5.611608,1073.466,NA,NA,NA,0,0,0.125,0.032258064516129,0,0,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,409.5,2990,1,12,0.0625402278084643,"Dry"
"266","VI01","1","Flowing","perennial","flowing",0.0153437598886111,0.774630486482697,NA,NA,23,NA,NA,8,7,0.3337,72,5,20,3,0,0,6.64,11.88,8.54,350,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,1.419850096,0.170014856,8.35132958028091,8.35132958028091,NA,48.5,12,2.75131202,1.229440353,2.9,80,0.191,395,0,496.6,0,100,4.6,1.8,6.7,4.5,1,0,0,0,NA,0,0,NA,8.41,214,0.67,613.5,1196,0,0,0.0153437598886111,"Flowing"
"267","VI01","1","Riparian","perennial","flowing",-0.570895081724204,0.878500672411818,6.44,0.2872,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,6.64,NA,NA,350,1,0,0,45.936376,5.532067,513.316,1,0,0,1,1,0,0,0,0,NA,NA,14.60482903,0.346555744,42.1427989085646,42.1427989085646,73.88888889,NA,12,2.75131202,1.229440353,2.9,80,NA,395,0,496.6,0,100,4.6,1.8,6.7,4.5,1,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0153437598886111,"Flowing"
